#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           WIND> Solar Wind Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     DATA_TYPE                       H1>100-sec Proton Anisotropy Analysis
#     FILE_NAMING_CONVENTION          source_datatype_descriptor
#     DATA_VERSION                    01
#     PI_NAME                         K. Ogilvie
#     PI_AFFILIATION                  NASA GSFC
#     TEXT                            SWE, a comprehensive plasma instrument for the WIND spacecraft, K.W.
#                                     Ogilvie, et al., Space Sci. Rev., 71, 55-77, 1995
#                                     Solar wind proton parameters, including anisotropic temperatures, derived by                           
#                                      non-linear fitting of the measurements and with moment techniques.                                    
#                                     Data reported within this file do not exceed the limits of various parameters                          
#                                      listed in the following section.  There may be more valid data in the original                        
#                                      dataset that requires additional work to interpret but was discarded due to                           
#                                      the limits.  In particular we have tried to exclude non-solar wind data from                          
#                                      these files.                                                                                          
#                                     We provide the one sigma uncertainty for each parameter produced by the non-linear                     
#                                      curve fitting analysis either directly from the fitting or by propagating uncertainties               
#                                      for bulk speeds, flow angles or any other derived parameter.                                          
#                                     For the non-linear anisotropic proton analysis, a scalar thermal speed is produced                     
#                                      by determining parallel and perpendicular temperatures, taking the trace, Tscalar                     
#                                      = (2Tperp + Tpara)/3 and converting the result back to a thermal speed.  The                          
#                                      uncertainties are also propagated through                                                             
#                                     Notes: Data reported within this file do not exceed the limits of various paremeters                   
#                                      listed in the following section.  There  may be more valid data in the original                       
#                                      dataset that require  additional work to interpret but was discarded due to                           
#                                      the limits.  In particular we have tried to exclude non-solar wind data and                           
#                                      questionable alpha data from these files.                                                             
#                                     We provide the one sigma uncertainty for each parameter produced by the non-linear                     
#                                      curve fitting analysis either directly from the fitting or by propagating uncertainties               
#                                      for bulk speeds, flow angles or any other derived parameter.  For the non-linear                      
#                                      anisotropic proton analysis, a scalar thermal speed is produced by determining                        
#                                      parallel and perpendicular tmperatures, taking the trace, Tscalar = (2Tperp                           
#                                      + Tpara)/3 and converting the result back to a thermal speed.  The uncertainties                      
#                                      are also.    propagated through  Limits: Minimum mach number:        1.5000000;                       
#                                      Maximum chisq/dof:             100000.00; Minimum distance; to bow shock:                             
#                                                          5.0000000 [Re]; Maximum uncertainty in any; parameter from                        
#                                      non-linear;analysis:                               70.0000[%].                                        
#     INSTRUMENT_TYPE                 Ephemeris/Attitude/Ancillary
#                                     Plasma and Solar Wind
#                                     Magnetic Fields (space)
#     MISSION_GROUP                   Wind
#     LOGICAL_SOURCE                  wind_h1_swe
#     LOGICAL_FILE_ID                 wi_h1_swe_00000000_v01
#                                     Wind Solar Wind Experiment, 92-sec Solar Wind Alpha and Proton Anisotropy Analysis                     
#     TIME_RESOLUTION                 92 seconds
#     GENERATED_BY                    Michael L. Stevens (mstevens@cfa.harvard.edu)
#     GENERATION_DATE                 Wed Jun 27 11:16:19 2012
#     MODS                            data analysis package revised March, 2012.
#     LINK_TEXT                       Wind SWE
#     LINK_TITLE                      Home Page
#     HTTP_LINK                       http://web.mit.edu/afs/athena/org/s/space/www/wind.html
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/Wind/SWE/Definitive/PT92S
#     CDAWEB_PARENTS                  wi_h1_swe_00000000_v01
#                                     wi_h1_swe_20070507_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. CDF Epoch time at the beginning of each SWE spectrum (milliseconds)
#       NOTES:  The Epoch value is the number of milliseconds since 01-Jan-0000 00:00:00.000..
#  2. VX_GSE component of the proton vector velocity [km/s], from non-linear analysis
#       NOTES:  Obtained from non-linear fitting to the ion current distribution function (CDF).
#  3. VY_GSE component of the proton vector velocity [km/s], from non-linear analysis
#       NOTES:  Obtained from non-linear fitting to the ion current distribution function (CDF).
#  4. VZ_GSE component of the proton vector velocity [km/s], from non-linear analysis
#       NOTES:  Obtained from non-linear fitting to the ion current distribution function (CDF).
#  5. Proton number density Np (n/cc) from non-linear analysis
#       NOTES:  Obtained from non-linear fitting to the ion current distribution function (CDF).
#  6. Proton velocity component Vx (GSE, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#  7. Proton velocity component Vy (GSE, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#  8. Proton velocity component Vz (GSE, km/s) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#  9. Proton thermal speed W (km/s) from isotropic moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
# 10. Proton number density Np (n/cc) from moment analysis
#       NOTES:  Statistical moments of the ion velocity distribution function (VDF) are estimated analytically from the  ion current distribution function (CDF).
#
EPOCH                   P+_VX_GSE_NONLIN P+_VY_GSE_NONLIN P+_VZ_GSE_NONLIN    P+_DENSITY  P+_VX_MOMENT  P+_VY_MOMENT  P+_VZ_MOMENT   P+_W_MOMENT   P+_N_MOMENT
dd-mm-yyyy hh:mm:ss.ms              km/s             km/s             km/s       cm^{-3}          km/s          km/s          km/s          km/s       cm^{-3}
07-05-2007 06:00:11.146         -292.319         -18.6343         -1.67899       20.7820      -291.264      -17.9736      -1.84807       19.0938       21.1970
07-05-2007 06:01:48.816         -292.382         -16.9787         -2.32808       21.5956      -291.460      -16.5076      -2.33820       19.2177       21.7931
07-05-2007 06:03:26.486         -292.140         -17.1087          1.06188       21.1356      -291.188      -16.3167      0.961094       19.0383       21.4538
07-05-2007 06:05:01.103         -292.031         -19.5247         -2.82788       21.6400      -290.993      -19.2982      -3.25574       18.5213       21.9547
07-05-2007 06:06:38.773         -293.587         -17.9851         -2.96546       21.0367      -292.641      -17.2411      -2.82384       18.3215       21.3588
07-05-2007 06:08:16.442         -290.762         -16.9329         0.572068       20.8337      -289.846      -16.1544      0.358737       18.6501       21.2738
07-05-2007 06:09:54.112         -291.023         -16.7168        -0.522177       21.4498      -290.053      -16.3589     -0.840818       18.7055       21.7949
07-05-2007 06:11:31.781         -291.314         -16.4774         -1.74179       21.3525      -290.366      -15.9559      -1.84615       18.5311       21.6730
07-05-2007 06:13:09.451         -292.984         -18.6534         -1.38996       20.9963      -292.095      -18.1342      -1.32403       18.2547       21.3673
07-05-2007 06:14:47.121         -292.720         -18.0133         -3.01449       22.1946      -291.739      -17.2246      -2.96733       19.3868       22.3305
07-05-2007 06:16:24.790         -294.927         -19.4257        -0.793952       20.8664      -294.013      -18.6138     -0.552839       18.4837       21.3973
07-05-2007 06:18:02.460         -292.651         -18.3300         -2.29451       20.8436      -291.709      -17.8209      -2.40563       18.3816       21.3106
07-05-2007 06:19:40.129         -294.259         -18.2954         -1.08167       21.6086      -293.316      -17.6347      -1.03257       17.8014       21.9500
07-05-2007 06:21:14.747         -293.218         -17.4869         -2.13362       21.0634      -292.369      -16.8295      -2.01771       17.9408       21.4420
07-05-2007 06:22:52.416         -293.275         -16.9846         -2.26670       21.8207      -292.450      -16.4126      -2.24227       17.9082       22.1807
07-05-2007 06:24:30.086         -292.929         -17.7213         -4.00386       20.7849      -292.008      -16.9559      -3.90901       17.8427       21.2007
07-05-2007 06:26:07.756         -292.553         -16.5529         -6.19345       20.7669      -291.681      -15.9743      -6.32149       17.6713       21.1445
07-05-2007 06:27:45.425         -292.966         -16.5720         -5.84419       20.7816      -292.088      -15.6423      -5.51479       17.4971       21.2950
07-05-2007 06:29:23.095         -291.867         -16.5007         -6.28462       21.1375      -291.004      -16.2035      -6.57295       18.1450       21.4598
07-05-2007 06:31:00.765         -292.050         -16.4127         -8.22798       22.4593      -290.974      -16.0597      -8.15687       19.4703       22.5687
07-05-2007 06:32:38.434         -293.917         -16.0802         -13.4929       19.2211      -293.289      -15.5450      -14.3362       19.5233       20.2380
07-05-2007 06:34:16.104         -293.447         -15.3026         -1.74969       19.8362      -292.400      -14.7980      -1.86494       19.9573       20.0842
07-05-2007 06:35:53.773         -293.398         -15.5887         -3.62892       19.3142      -292.358      -14.8673      -3.70693       19.8477       19.7009
07-05-2007 06:37:31.443         -293.272         -15.1351         -3.88629       19.7240      -292.196      -14.7079      -3.86327       20.2164       20.0362
07-05-2007 06:39:09.113         -292.892         -14.8447         -2.92776       19.8290      -291.863      -14.2907      -2.99567       20.1986       20.1379
07-05-2007 06:40:46.782         -291.861         -16.8783         -2.85645       20.0893      -290.909      -16.2842      -2.96397       19.7743       20.4315
07-05-2007 06:42:24.452         -290.972         -16.7365         -1.21020       20.1378      -289.972      -16.2312      -1.42713       20.2921       20.4388
07-05-2007 06:44:02.121         -292.406         -15.1524         -1.98284       19.4213      -291.451      -14.7335      -2.18916       19.3368       19.8675
07-05-2007 06:45:39.791         -292.271         -16.1145         -3.50562       19.6080      -291.250      -15.5113      -3.64515       19.3805       20.0063
07-05-2007 06:47:17.461         -293.010         -14.5805         -5.01281       20.7809      -291.899      -13.7762      -5.34158       20.7960       21.0122
07-05-2007 06:48:55.130         -292.452         -17.4089         -5.39708       19.5565      -291.416      -17.0373      -5.48975       19.1978       19.9250
07-05-2007 06:50:32.800         -292.702         -17.2642         -6.03772       19.5261      -291.757      -16.6726      -6.17037       19.2309       19.9809
07-05-2007 06:52:10.469         -291.188         -17.2378         -6.68849       19.6245      -290.227      -16.5973      -6.71732       18.9441       20.1226
07-05-2007 06:53:48.139         -291.847         -17.0992         -7.86173       19.6075      -290.780      -16.1618      -7.91455       18.8412       19.9667
07-05-2007 06:55:25.809         -292.381         -18.4986         -9.42666       19.6357      -291.374      -17.5022      -9.31984       18.5003       20.0214
07-05-2007 06:57:03.478         -292.031         -20.6194         -9.71121       20.9267      -290.997      -19.9406      -9.45860       18.4084       21.3590
07-05-2007 06:58:38.096         -291.647         -21.5829         -7.03894       21.7656      -290.773      -20.7965      -7.12677       18.5568       22.2257
07-05-2007 07:00:15.765         -292.674         -21.5396         -6.73180       21.8906      -291.773      -20.9059      -6.68239       18.9584       22.2717
07-05-2007 07:01:53.435         -294.276         -22.7932         -8.48129       21.9025      -295.754      -23.2705      -5.84131       24.1278       23.7840
07-05-2007 07:03:31.104         -318.524         -42.2349         -2.60730       41.3874      -317.495      -41.9874      -2.43592       25.6695       42.5855
07-05-2007 07:05:08.774         -320.477         -41.4988         -3.61960       39.1324      -319.023      -41.8969      -2.66335       24.1140       40.9806
07-05-2007 07:06:46.444         -320.440         -41.0937         -2.60322       41.7960      -319.117      -41.4261      -1.92743       24.1544       42.7548
07-05-2007 07:08:24.113         -322.573         -42.9725         -1.88933       40.4486      -321.468      -43.1858      -1.08537       23.4260       42.1159
